Revision No,Sale Order No,Distributor Order No,Distributor Code,Customer Code,Distributor Name,Person Incharge,Status,Price Amount,Currency,Creation Date,
00,,PPO004104,555D,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-d,In-Process,0.00,USD,28/05/2015,
00,,541078,532K,REG,Jaidah Motors and Trading Co.,rberro,In-Process,0.00,USD,28/05/2015,
00,,D-SS1505-61,536M-C14,REG,Sumitomo Corporation Middle East FZE ,536m-C14,In-Process,4005.72,USD,28/05/2015,
00,,D-SS1505-61,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-C06,In-Process,4005.72,USD,28/05/2015,
00,,TEST,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-C06,In-Process,4005.72,USD,28/05/2015,
00,,JBL-KME-FOC-1280,5241,REG,JAFFER BROTHERS (PVT) LIMITED,iafridi,In-Process,5569.20,USD,28/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,1047.13,USD,26/05/2015,
00,,Inspection request,DS01,REG,KME - DISCREPANCY /SHORTAGE,annaliza,In-Process,0.00,USD,26/05/2015,
00,,M1A8958,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,25/05/2015,
00,,M1A8948,522K,REG,Saud Bahwan Projects and Equipment LLC,bannamalai,In-Process,0.00,USD,24/05/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,904.63,USD,24/05/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,39609.86,USD,24/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,653.40,USD,24/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,24/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,24/05/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,1103936.97,USD,24/05/2015,
00,,GB/KME/EO-81294,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,24/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,249506.14,USD,24/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,10593.25,USD,24/05/2015,
00,,test,536M-EO1,REG,Sumitomo Corporation Middle East FZE ,536m-EO1,In-Process,458.36,USD,24/05/2015,
00,,1234,536K,REG,DAR AL HAI,aasqar-K,In-Process,662424.17,USD,24/05/2015,
00,,1234,536K,REG,DAR AL HAI,aasqar-K,In-Process,2141696.09,USD,24/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,325.72,USD,24/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,70156.40,USD,23/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,25209.31,USD,23/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,11824.64,USD,23/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,3281.15,USD,23/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,81071.33,USD,23/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,33136.80,USD,23/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,68873.67,USD,23/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,260386.73,USD,23/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,15394.86,USD,23/05/2015,
00,,CLM-2015-S057,DS01,REG,KME - DISCREPANCY /SHORTAGE,annaliza,In-Process,0.00,USD,21/05/2015,
00,,1234,536K,REG,DAR AL HAI,aasqar-K,In-Process,144557.22,USD,21/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,411.22,USD,20/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,92831.10,USD,20/05/2015,
00,,Pressure Tester,9961S,REG,KME SERVICE,MALIK,In-Process,3295.41,USD,20/05/2015,
00,,PPO004176,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,0.00,USD,19/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,2951.49,USD,19/05/2015,
00,,PPO004169-R,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,mowais-r,In-Process,0.00,USD,19/05/2015,
00,,7046,536Y,REG,DAR AL HAI,aasqar-y,In-Process,0.00,USD,17/05/2015,
00,,7045,536Y,REG,DAR AL HAI,aasqar-y,In-Process,182.56,USD,17/05/2015,
00,,1234,536Y,REG,DAR AL HAI,aasqar-y,In-Process,30944.09,USD,17/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,11581.00,USD,17/05/2015,
00,,sbpe001,522K,REG,Saud Bahwan Projects and Equipment LLC,maria,In-Process,874.50,USD,17/05/2015,
00,,CLM-2015-S051,DS01,REG,KME - DISCREPANCY /SHORTAGE,annaliza,In-Process,1404.48,USD,13/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,19013.88,USD,13/05/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,2114.02,USD,12/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,15265.33,USD,12/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,593.61,USD,12/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,8282.65,USD,12/05/2015,
00,,CLM-2015-S051,DS01,REG,KME - DISCREPANCY /SHORTAGE,annaliza,In-Process,1404.48,USD,12/05/2015,
00,,4FOC150512-RAWAF,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,makoto-r,In-Process,14595.12,USD,11/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,10030.46,USD,11/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,11/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,3146.05,USD,11/05/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,53321.08,USD,11/05/2015,
00,,test,536M-EO1,REG,Sumitomo Corporation Middle East FZE ,536m-EO1,In-Process,10870.50,USD,11/05/2015,
00,,WH-05-01,MISC1,REG,MISC (USD),Shiva,In-Process,56000.00,USD,10/05/2015,
00,,GB/KME/EO-81108,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,09/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,99.45,USD,07/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,1958.54,USD,07/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,06/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,626.86,USD,06/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,8502.82,USD,05/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,2905.86,USD,05/05/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,162653.40,USD,05/05/2015,
00,,1234,536K,REG,DAR AL HAI,aasqar-K,In-Process,1184513.91,USD,05/05/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,42910.76,USD,04/05/2015,
00,,GB/KME/SA-81005,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,03/05/2015,
00,,DISCREPANCY /SHORTAG,DS01,REG,KME - DISCREPANCY /SHORTAGE,annaliza,In-Process,763.06,USD,02/05/2015,
00,,WH-05-01 ,MISC2,REG,MISC (AED),shiva,In-Process,0.00,USD,02/05/2015,
00,,GB/KME/EO-80982,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,30/04/2015,
00,,6975,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,30/04/2015,
00,,D-SS1405-50,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,12449.16,USD,29/04/2015,
00,,KH1,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536M-C06,In-Process,47594.75,USD,28/04/2015,
00,,test02,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,28/04/2015,
00,,D-EA1405-43,536M-EO1,REG,Sumitomo Corporation Middle East FZE ,536m-EO1,In-Process,40.38,USD,28/04/2015,
00,,Reserve,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,annaliza,In-Process,57207.16,USD,28/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,38645.88,USD,27/04/2015,
00,,540742,532K,REG,Jaidah Motors and Trading Co.,rberro,In-Process,0.00,USD,27/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,2017.08,USD,27/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,18559.42,USD,27/04/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,10067.68,USD,27/04/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,55128.68,USD,27/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,682.57,USD,26/04/2015,
00,,RUSTED,DS01,REG,KME - DISCREPANCY /SHORTAGE,annaliza,In-Process,71.83,USD,26/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,8177.34,USD,26/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,16074.75,USD,26/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,220.90,USD,22/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,40607.62,USD,22/04/2015,
00,,KME/CL/2015/032,DS01,REG,KME - DISCREPANCY /SHORTAGE,annaliza,In-Process,1202.70,USD,21/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,514.88,USD,21/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,18557.73,USD,21/04/2015,
00,,1234,536K,REG,DAR AL HAI,aasqar-K,In-Process,750207.85,USD,20/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,116863.34,USD,20/04/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,1072.15,USD,19/04/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,16820.31,USD,19/04/2015,
00,,6924,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,19/04/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,2439.98,USD,18/04/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,647.22,USD,18/04/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,241753.04,USD,18/04/2015,
00,,D-SS1504-13,536M-GU1,REG,Sumitomo Corporation Middle East FZE ,536m-gu1,In-Process,85810.74,USD,16/04/2015,
00,,D-SS1504-12,536M-GU1,REG,Sumitomo Corporation Middle East FZE ,536m-gu1,In-Process,85810.74,USD,16/04/2015,
00,,D-SS1504-11,536M-GU1,REG,Sumitomo Corporation Middle East FZE ,536m-gu1,In-Process,85810.74,USD,16/04/2015,
00,,D-SS1504-10,536M-GU1,REG,Sumitomo Corporation Middle East FZE ,536m-gu1,In-Process,85810.74,USD,16/04/2015,
00,,PPO003885,555D,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-d,In-Process,0.00,USD,16/04/2015,
00,,JBL-KME-SO-1604-1245,5241,REG,JAFFER BROTHERS (PVT) LIMITED,iafridi,In-Process,0.00,USD,16/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,37582.64,USD,16/04/2015,
00,,K351R,533K,REG,Y.K.Almoayyed & Sons B.S.C.,gswammy,In-Process,299.66,USD,15/04/2015,
00,,4FOC150415-Hydpump,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,makoto-j,In-Process,22500.00,USD,15/04/2015,
00,,PPO003869-R1,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,mowais-r,In-Process,0.00,USD,14/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,11514.30,USD,14/04/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,509229.68,USD,14/04/2015,
00,,2STK150413-FTR,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,makoto-j,In-Process,1905.80,USD,13/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,6633.40,USD,12/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,2017.08,USD,12/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,13399.71,USD,12/04/2015,
00,,52957,DS01,REG,KME - DISCREPANCY /SHORTAGE,annaliza,In-Process,0.00,USD,12/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,12339.05,USD,11/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,15100.12,USD,11/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,92299.74,USD,09/04/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,26902.56,USD,09/04/2015,
00,,6884,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,09/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,22344.73,USD,09/04/2015,
00,,3STK150408-J,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,makoto-j,In-Process,0.00,USD,08/04/2015,
00,,test,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,0.00,USD,07/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,43499.00,USD,07/04/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,11952.47,USD,07/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,11387.55,USD,07/04/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,11952.47,USD,07/04/2015,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,15940.60,USD,07/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,11670.36,USD,06/04/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,11450.17,USD,06/04/2015,
00,,PPO003777-11,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,50.46,USD,06/04/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,06/04/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,23605.95,USD,06/04/2015,
00,,test ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,12353.72,USD,06/04/2015,
00,,test,536M-EO1,REG,Sumitomo Corporation Middle East FZE ,536m-EO1,In-Process,4536.91,USD,06/04/2015,
00,,1503CL-01,DS01,REG,KME - DISCREPANCY /SHORTAGE,annaliza,In-Process,239.40,USD,05/04/2015,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,16177.68,USD,05/04/2015,
00,,test,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,11292.58,USD,04/04/2015,
00,,WH04-01,MISC1,REG,MISC (USD),shiva,In-Process,324917.70,USD,01/04/2015,
00,,RUSTED,DS01,REG,KME - DISCREPANCY /SHORTAGE,annaliza,In-Process,5.60,USD,01/04/2015,
00,,V-BELT,DS01,REG,KME - DISCREPANCY /SHORTAGE,annaliza,In-Process,252.33,USD,01/04/2015,
00,,CLM/2014/A010,DS01,REG,KME - DISCREPANCY /SHORTAGE,annaliza,In-Process,199.50,USD,01/04/2015,
00,,PPO003755,555R,REG,Abdul Latif Jameel Machinery Trading Co. LTD,abdullah-r,In-Process,0.00,USD,31/03/2015,
00,,PPO003750,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,0.00,USD,30/03/2015,
00,,PPO003744-SW,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,0.00,USD,30/03/2015,
00,,PPO003734,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,0.00,USD,29/03/2015,
00,,540569,532K,REG,Jaidah Motors and Trading Co.,rberro,In-Process,0.00,USD,25/03/2015,
00,,6838,536Y,REG,DAR AL HAI,aasqar-Y,In-Process,0.00,USD,24/03/2015,
00,,PPO003683,555D,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-d,In-Process,11.85,USD,23/03/2015,
00,,1234,536K,REG,DAR AL HAI,aasqar-K,In-Process,1403235.64,USD,23/03/2015,
00,,PPO003666,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,0.00,USD,22/03/2015,
00,,WH002,MISC1,REG,MISC (USD),shiva,In-Process,324917.70,USD,19/03/2015,
00,,RUSTED,DS01,REG,KME - DISCREPANCY /SHORTAGE,annaliza,In-Process,0.00,USD,19/03/2015,
00,,540530,532K,REG,Jaidah Motors and Trading Co.,rberro,In-Process,0.00,USD,18/03/2015,
00,,540530,532K,REG,Jaidah Motors and Trading Co.,rberro,In-Process,0.00,USD,18/03/2015,
00,,GB/KME/SO-5277,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,18/03/2015,
00,,test ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,43499.00,USD,16/03/2015,
00,,test ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,36680.15,USD,16/03/2015,
00,,WH0001,MISC1,REG,MISC (USD),SHIVA,In-Process,928809.60,USD,15/03/2015,
00,,6793,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,14/03/2015,
00,,GB/KME/SA-80214,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,12/03/2015,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,695.76,USD,11/03/2015,
00,,3STK150310,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,makoto-j,In-Process,0.00,USD,11/03/2015,
00,,540481,532K,REG,Jaidah Motors and Trading Co.,rberro,In-Process,0.00,USD,10/03/2015,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,7621.20,USD,10/03/2015,
00,,TEST ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,9408.61,USD,10/03/2015,
00,,D-SS1503-22,536M-C13,REG,Sumitomo Corporation Middle East FZE ,536M-C13,In-Process,6663.23,USD,08/03/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,11253.71,USD,08/03/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,6663.23,USD,07/03/2015,
00,,test ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,07/03/2015,
00,,test ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,41672.54,USD,07/03/2015,
00,,KOMSERV23 KOMATSU ,9961S,REG,KME SERVICE,annaliza,In-Process,22104.44,USD,04/03/2015,
00,,GB/KME/EO-80096,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,04/03/2015,
00,,GB/KME/EO-80096,536C,REG,Galadari Trucks & Heavy Equipment,jamaluddin,In-Process,0.00,USD,04/03/2015,
00,,KOMSERV24 KOMATSU,9961S,REG,KME SERVICE,annaliza,In-Process,40882.88,USD,04/03/2015,
00,,TEST ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,12437.88,USD,02/03/2015,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,42198.95,USD,02/03/2015,
00,,1234,536K,REG,DAR AL HAI,aasqar-K,In-Process,1261268.28,USD,01/03/2015,
00,,1234,536K,REG,DAR AL HAI,aasqar-K,In-Process,98632.25,USD,01/03/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,3858.38,USD,01/03/2015,
00,,test ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,44232.69,USD,01/03/2015,
00,,TEST ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,2128.30,USD,01/03/2015,
00,,GA1503-02,9999,REG,KOMATSU LIMITED,SHIVA,In-Process,0.00,USD,01/03/2015,
00,,GA1503-01,9999,REG,KOMATSU LIMITED,SHIVA,In-Process,0.00,USD,01/03/2015,
00,,CLM-2014-A010,DS01,REG,KME - DISCREPANCY /SHORTAGE,annaliza,In-Process,0.00,USD,01/03/2015,
00,,RUSTED (SHIM),DS01,REG,KME - DISCREPANCY /SHORTAGE,annaliza,In-Process,41.64,USD,01/03/2015,
00,,V-BELT,DS01,REG,KME - DISCREPANCY /SHORTAGE,annaliza,In-Process,0.00,USD,01/03/2015,
00,,TEST,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,1592.55,USD,26/02/2015,
00,,PPO003469-SW-1,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,0.00,USD,26/02/2015,
00,,ppo003477-1,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,abdullah-j,In-Process,13.83,USD,25/02/2015,
00,,PPO003467,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,abdullah-j,In-Process,0.00,USD,25/02/2015,
00,,test ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,1554.03,USD,23/02/2015,
00,,test ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,1223.70,USD,23/02/2015,
00,,RUSTED (SHIM),DS01,REG,KME - DISCREPANCY /SHORTAGE,annaliza,In-Process,41.64,USD,23/02/2015,
00,,20121,555J,REG,Abdul Latif Jameel Machinery Trading Co. LTD,maher-j,In-Process,0.00,USD,23/02/2015,
00,,test,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,26.06,USD,22/02/2015,
00,,test ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,22/02/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,12565.19,USD,22/02/2015,
00,,test ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,8246.87,USD,21/02/2015,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,3697.87,USD,21/02/2015,
00,,test ,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,1511.12,USD,21/02/2015,
00,,test,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,7320.88,USD,21/02/2015,
00,,test ,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,8052.69,USD,21/02/2015,
00,,PPO003417,555D,REG,Abdul Latif Jameel Machinery Trading Co. LTD,saijaz-d,In-Process,0.00,USD,19/02/2015,
