Revision No,Sale Order No,Distributor Order No,Distributor Code,Customer Code,Distributor Name,Person Incharge,Status,Price Amount,Currency,Creation Date,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,15101.81,USD,28/10/2010,
00,,D-TEST-14,536M-C10,REG,Sumitomo Corporation Middle East FZE ,536M-C10,In-Process,24818.73,USD,27/10/2010,
00,,AIR INQUIRY,5241,REG,JAFFER BROTHERS (PVT) LIMITED,malik,In-Process,14343.48,USD,26/10/2010,
00,,D-TEST-13,536M-C09,REG,Sumitomo Corporation Middle East FZE ,536m-c09,In-Process,115720.33,USD,26/10/2010,
00,,D-TEST-12,536M-C10,REG,Sumitomo Corporation Middle East FZE ,536M-C10,In-Process,19116.65,USD,24/10/2010,
00,,,6489,REG,Komatsu Southern Africa (Pty) Ltd,GIRISH,In-Process,77620.00,USD,24/10/2010,
00,,GB/KME/EO-66755,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,694.02,USD,21/10/2010,
00,,42044,532K,REG,Jaidah Motors and Trading Co.,JGALVEZ,In-Process,63.30,USD,11/10/2010,
00,,1234,536Y,REG,DAR AL HAI,aasqar-y,In-Process,300715.10,USD,10/10/2010,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,10/10/2010,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,10/10/2010,
00,,D-TEST-11,536M-C10,REG,Sumitomo Corporation Middle East FZE ,536M-C10,In-Process,21033.31,USD,06/10/2010,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,105865.69,USD,05/10/2010,
00,,M1A0777,522K,REG,Saud Bahwan Projects and Equipment LLC,gsrajan,In-Process,0.00,USD,02/10/2010,
00,,D-SS1009-62,536M-C08,REG,Sumitomo Corporation Middle East FZE ,536M-C08,In-Process,0.00,USD,29/09/2010,
00,,JBL-KME-EO-2909-2010,5241,REG,JAFFER BROTHERS (PVT) LIMITED,akader,In-Process,0.00,USD,29/09/2010,
00,,M1A0753,522K,REG,Saud Bahwan Projects and Equipment LLC,trama,In-Process,0.00,USD,26/09/2010,
00,,KME/SER/2010/04,9961S,REG,KME SERVICE,elma,In-Process,7708.64,USD,26/09/2010,
00,,D-TEST-10,536M-C10,REG,Sumitomo Corporation Middle East FZE ,536M-C10,In-Process,88985.74,USD,25/09/2010,
00,,GB/KME/SO-2714,536C-SP,REG,Galadari Trucks & Heavy Equipment,536C-SP,In-Process,6230.70,USD,22/09/2010,
00,,1285,536I,REG,DAR AL HAI,aasqar-i,In-Process,0.00,USD,20/09/2010,
00,,D-TEST-08,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536m-c01,In-Process,176700.34,USD,20/09/2010,
00,,D-TEST-07,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,211969.20,USD,20/09/2010,
00,,TRIAL,522K,REG,Saud Bahwan Projects and Equipment LLC,trama,In-Process,23993.39,USD,18/09/2010,
00,,D-TEST-06,536M-C10,REG,Sumitomo Corporation Middle East FZE ,536M-C10,In-Process,8251.98,USD,18/09/2010,
00,,D-TEST-05,536M-C10,REG,Sumitomo Corporation Middle East FZE ,536M-C10,In-Process,13635.29,USD,15/09/2010,
00,,D-TEST-04,536M-C10,REG,Sumitomo Corporation Middle East FZE ,536M-C10,In-Process,47749.22,USD,13/09/2010,
00,,D-TEST-03,536M-C09,REG,Sumitomo Corporation Middle East FZE ,536m-c09,In-Process,53558.68,USD,12/09/2010,
00,,GB/KME/EO-66431,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,06/09/2010,
00,,D-TEST-02,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,552533.01,USD,05/09/2010,
00,,M1A0/86,522K,REG,Saud Bahwan Projects and Equipment LLC,sbpe1,In-Process,0.00,USD,04/09/2010,
00,,D-TEST-01,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,5736.59,USD,04/09/2010,
00,,GB/KME/EO-66410,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,02/09/2010,
00,,GB/KME/SO-2679,536C-SP,REG,Galadari Trucks & Heavy Equipment,536C-SP,In-Process,0.00,USD,01/09/2010,
00,,M1A0683,522K,REG,Saud Bahwan Projects and Equipment LLC,sbpe1,In-Process,0.00,USD,01/09/2010,
00,,GB/KME/SEO-66406,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,01/09/2010,
00,,DAH/IQ/01704,536I,REG,DAR AL HAI,aasqar-i,In-Process,0.00,USD,01/09/2010,
00,,GB/KME/SO-2678,536C-SP,REG,Galadari Trucks & Heavy Equipment,536C-SP,In-Process,24749.10,USD,29/08/2010,
00,,D-TEST-131,536M-C10,REG,Sumitomo Corporation Middle East FZE ,536m-c10,In-Process,50595.19,USD,23/08/2010,
00,,D-TEST-130,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,20361.97,USD,21/08/2010,
00,,GB/KME/EO-66368A,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,21/08/2010,
00,,D-TEST-129,536M-C10,REG,Sumitomo Corporation Middle East FZE ,536m-c10,In-Process,37886.67,USD,21/08/2010,
00,,D-SS1008-27,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,77470.22,USD,18/08/2010,
00,,D-SA1008-26,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,14.64,USD,18/08/2010,
00,,D-TEST-128,536M-C08,REG,Sumitomo Corporation Middle East FZE ,536M-C08,In-Process,80803.97,USD,17/08/2010,
00,,GB/KME/SO-2659,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,17/08/2010,
00,,DAH/KW/01677,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,17/08/2010,
00,,M1A0627,522K,REG,Saud Bahwan Projects and Equipment LLC,sbpe1,In-Process,0.00,USD,16/08/2010,
00,,D-TEST-127,536M-C08,REG,Sumitomo Corporation Middle East FZE ,536M-C08,In-Process,48216.76,USD,11/08/2010,
00,,D-TEST-126,536M-C10,REG,Sumitomo Corporation Middle East FZE ,536m-c10,In-Process,19279.02,USD,11/08/2010,
00,,D-TEST-125,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,819765.28,USD,11/08/2010,
00,,GB/KME/EO-66334,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,4240.05,USD,10/08/2010,
00,,GB/KME/EO-66333,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,10/08/2010,
00,,GB/KME/EO-66325,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,5828.17,USD,08/08/2010,
00,,K-557L,533K,REG,Y.K.Almoayyed & Sons B.S.C.,gswammy,In-Process,27956.60,USD,08/08/2010,
00,,GB/KME/SEO-66322,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,07/08/2010,
00,,M1A0594,522K,REG,Saud Bahwan Projects and Equipment LLC,sbpe1,In-Process,0.00,USD,07/08/2010,
00,,M1A0590,522K,REG,Saud Bahwan Projects and Equipment LLC,sbpe1,In-Process,0.00,USD,04/08/2010,
00,,D-TEST-124,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,04/08/2010,
00,,JBLJPN-KME-EO-164,5241,REG,JAFFER BROTHERS (PVT) LIMITED,akader,In-Process,42.50,USD,02/08/2010,
00,,,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,90.34,USD,01/08/2010,
00,,GB/KME/EO-66298,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,90.34,USD,01/08/2010,
00,,D-TEST-123,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,623519.01,USD,31/07/2010,
00,,D-EA1007-45,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,2.57,USD,31/07/2010,
00,,JBLJPN-KME-EO-163,5241,REG,JAFFER BROTHERS (PVT) LIMITED,akader,In-Process,124.49,USD,30/07/2010,
00,,JBLJPN-KME-EO-162,5241,REG,JAFFER BROTHERS (PVT) LIMITED,akader,In-Process,5090.27,USD,29/07/2010,
00,,D-EA1007-43,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,0.00,USD,29/07/2010,
00,,JBLJPN-KME-S0-161,5241,REG,JAFFER BROTHERS (PVT) LIMITED,akader,In-Process,3951.47,USD,29/07/2010,
00,,D-EA1007-42,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,332.97,USD,29/07/2010,
00,,GB/KME/SO-300A,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,27/07/2010,
00,,,522K-MKT,REG,Saud Bahwan Projects and Equipment LLC,elma,In-Process,33673.50,USD,26/07/2010,
00,,D-TEST-122,536M-C10,REG,Sumitomo Corporation Middle East FZE ,536m-c10,In-Process,19478.78,USD,26/07/2010,
00,,D-SS1007-35,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,10799.99,USD,25/07/2010,
00,,D-TEST-121,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,5011.81,USD,25/07/2010,
00,,D-TEST-120,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,5011.81,USD,25/07/2010,
00,,D-TEST-119,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,230391.18,USD,25/07/2010,
00,,D-TEST-118,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,25/07/2010,
00,,D-TEST-117,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,0.00,USD,25/07/2010,
00,,D-TEST-116,536M-C10,REG,Sumitomo Corporation Middle East FZE ,536m-c10,In-Process,51166.02,USD,22/07/2010,
00,,D-TEST-115,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,45039.80,USD,22/07/2010,
00,,D-TEST-114,536M-C09,REG,Sumitomo Corporation Middle East FZE ,536M-C09,In-Process,77386.08,USD,21/07/2010,
00,,K-532L,533K,REG,Y.K.Almoayyed & Sons B.S.C.,gswammy,In-Process,0.00,USD,21/07/2010,
00,,D-TEST-113,536M-C09,REG,Sumitomo Corporation Middle East FZE ,536M-C09,In-Process,0.00,USD,21/07/2010,
00,,D-TEST-113,536M-C09,REG,Sumitomo Corporation Middle East FZE ,536M-C09,In-Process,66367.80,USD,21/07/2010,
00,,,536I,REG,DAR AL HAI,aasqar-I,In-Process,9996.30,USD,20/07/2010,
00,,D-TEST-112,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,17387.09,USD,20/07/2010,
00,,GB/KME/EO-66237B,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,19/07/2010,
00,,D-EA1007-24,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,0.00,USD,19/07/2010,
00,,GB/KME/SEO-66223,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,19/07/2010,
00,,K-528L,533K,REG,Y.K.Almoayyed & Sons B.S.C.,gswammy,In-Process,0.00,USD,19/07/2010,
00,,K-528L,533K,REG,Y.K.Almoayyed & Sons B.S.C.,gswammy,In-Process,0.00,USD,19/07/2010,
00,,D-TEST-111,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,56084.03,USD,19/07/2010,
00,,D-TEST-110,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,55313.05,USD,18/07/2010,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,21254.09,USD,12/07/2010,
00,,GB/KME/EO-66180,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,07/07/2010,
00,,D-TEST-108,536M-F02,REG,Sumitomo Corporation Middle East FZE ,536m-f02,In-Process,223104.17,USD,06/07/2010,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,52479.52,USD,06/07/2010,
00,,D-TEST-107,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,249071.36,USD,06/07/2010,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,23649.05,USD,05/07/2010,
00,,E/Q HD325-6,536M,REG,Sumitomo Corporation Middle East FZE ,MALIK,In-Process,35880.00,USD,05/07/2010,
00,,E/Q WA600-3 ,536M,REG,Sumitomo Corporation Middle East FZE ,MALIK,In-Process,62156.25,USD,05/07/2010,
00,,D-TEST-106,536M-C10,REG,Sumitomo Corporation Middle East FZE ,536m-c10,In-Process,7504.33,USD,05/07/2010,
00,,,522K-MKT,REG,Saud Bahwan Projects and Equipment LLC,swaroop,In-Process,35000.00,USD,05/07/2010,
00,,JMC/41380,532K,REG,Jaidah Motors and Trading Co.,ARAYES,In-Process,0.00,USD,04/07/2010,
00,,TEST,5241,REG,JAFFER BROTHERS (PVT) LIMITED,MALIK,In-Process,7091.66,USD,04/07/2010,
00,,GB/KME/SEO-66151A,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,03/07/2010,
00,,D-SS1006-32,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,128922.57,USD,01/07/2010,
00,,D-TEST-106,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,678823999.32,USD,30/06/2010,
00,,XX,522K,REG,Saud Bahwan Projects and Equipment LLC,trama,In-Process,51733.34,USD,29/06/2010,
00,,D-TEST-106,536M-F02,REG,Sumitomo Corporation Middle East FZE ,536m-f02,In-Process,892329.80,USD,29/06/2010,
00,,D-TEST-106,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,491716.08,USD,29/06/2010,
00,,D-TEST-105,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,639912.51,USD,29/06/2010,
00,,D-TEST-103,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,9115000.00,USD,29/06/2010,
00,,D-TEST-102,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,457984.61,USD,29/06/2010,
00,,D-TEST-101,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,351660130.98,USD,29/06/2010,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,2958.90,USD,28/06/2010,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,66927.13,USD,27/06/2010,
00,,D-TEST-100,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,35764.70,USD,27/06/2010,
00,,JMC/41304,532K,REG,Jaidah Motors and Trading Co.,arayes,In-Process,0.00,USD,24/06/2010,
00,,D-TEST-99,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,672632.12,USD,24/06/2010,
00,,h200,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,940314.00,USD,24/06/2010,
00,,qot1,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,24/06/2010,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,146349.94,USD,23/06/2010,
00,,JMC/41291,532K,REG,Jaidah Motors and Trading Co.,arayes,In-Process,0.00,USD,22/06/2010,
00,,JMC/41291,532K,REG,Jaidah Motors and Trading Co.,arayes,In-Process,0.00,USD,22/06/2010,
00,,D-TEST-98,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,64512.81,USD,21/06/2010,
00,,D-TEST-97,536M-C02,REG,Sumitomo Corporation Middle East FZE ,536M-C02,In-Process,395383.07,USD,19/06/2010,
00,,D-TEST-96,536M-C02,REG,Sumitomo Corporation Middle East FZE ,536M-C02,In-Process,648834.49,USD,19/06/2010,
00,,D-TEST-95,536M-C02,REG,Sumitomo Corporation Middle East FZE ,536M-C02,In-Process,338078.09,USD,19/06/2010,
00,,D-TEST-94,536M-C08,REG,Sumitomo Corporation Middle East FZE ,536M-C08,In-Process,24490.84,USD,16/06/2010,
00,,D-EA1006-23,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,0.00,USD,15/06/2010,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,15/06/2010,
00,,D-TEST-93,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,9.80,USD,14/06/2010,
00,,D-TEST-92,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,14/06/2010,
00,,D-TEST-91,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,51510.76,USD,12/06/2010,
00,,D-TEST-90,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,578755.85,USD,12/06/2010,
00,,GB/KME/SEO-66035A,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,10/06/2010,
00,,GB/KME/SEO-66035,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,10/06/2010,
00,,GB/KME/SO-2587,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,46796.68,USD,10/06/2010,
00,,QUOTE-77702,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,09/06/2010,
00,,D-TEST-89,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,12168.30,USD,09/06/2010,
00,,GB/KME/EO-66009,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,08/06/2010,
00,,D-TEST-88,536M-C08,REG,Sumitomo Corporation Middle East FZE ,536M-C08,In-Process,16225.55,USD,08/06/2010,
00,,D-TEST-87,536M-F02,REG,Sumitomo Corporation Middle East FZE ,536M-F02,In-Process,798696.80,USD,07/06/2010,
00,,GB/KME/EO-65999,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,07/06/2010,
00,,D-TEST-86,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,988646300.00,USD,06/06/2010,
00,,D-TEST-85,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,0.00,USD,06/06/2010,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,4240.04,USD,06/06/2010,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,25238.38,USD,02/06/2010,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,14269.61,USD,02/06/2010,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,24459.27,USD,02/06/2010,
00,,D-TEST-84,536M-C08,REG,Sumitomo Corporation Middle East FZE ,536M-C08,In-Process,8424.99,USD,02/06/2010,
00,,GB/KME/SEO-65958,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,3149.48,USD,01/06/2010,
00,,D-TEST-83,536M-C09,REG,Sumitomo Corporation Middle East FZE ,536M-C09,In-Process,56553.67,USD,30/05/2010,
00,,D-TEST-82,536M-C01,REG,Sumitomo Corporation Middle East FZE ,536M-C01,In-Process,479509.72,USD,30/05/2010,
00,,D-TEST-81,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,72165.23,USD,30/05/2010,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,0.00,USD,29/05/2010,
00,,GB/KME/EO-65930,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,27/05/2010,
00,,D-TEST-80,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,7388.66,USD,27/05/2010,
00,,JMC/41086,532K,REG,Jaidah Motors and Trading Co.,arayes,In-Process,0.00,USD,26/05/2010,
00,,D-TEST-79,536M-C09,REG,Sumitomo Corporation Middle East FZE ,536M-C09,In-Process,56553.67,USD,25/05/2010,
00,,M1A0306,522K,REG,Saud Bahwan Projects and Equipment LLC,trama,In-Process,185.73,USD,24/05/2010,
00,,GB/KME/SEO-65908,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,798.96,USD,24/05/2010,
00,,D-TEST-78,536M-C08,REG,Sumitomo Corporation Middle East FZE ,536M-C08,In-Process,2463.93,USD,23/05/2010,
00,,D-TEST-77,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,18186.16,USD,23/05/2010,
00,,D-TEST-76,536M-C02,REG,Sumitomo Corporation Middle East FZE ,536M-C02,In-Process,135241.84,USD,23/05/2010,
00,,D-TEST-75,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,9242450.00,USD,20/05/2010,
00,,D-TEST-74,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,90126157.10,USD,20/05/2010,
00,,D-TEST-73,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,145701157.10,USD,19/05/2010,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,13428.03,USD,19/05/2010,
00,,D-TEST-72,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,1291.10,USD,19/05/2010,
00,,D-TEST-71,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,28361.59,USD,19/05/2010,
00,,D-TEST-70,536M-C10,REG,Sumitomo Corporation Middle East FZE ,536m-c10,In-Process,21246.88,USD,18/05/2010,
00,,D-TEST-69,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,7992.95,USD,18/05/2010,
00,,D-TEST-68,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,1242540.64,USD,18/05/2010,
00,,D-TEST-67,536M-C10,REG,Sumitomo Corporation Middle East FZE ,536m-c10,In-Process,78606.86,USD,12/05/2010,
00,,D-EA1005-19,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,543.10,USD,11/05/2010,
00,,,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,13875.24,USD,11/05/2010,
00,,D-TEST-66,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,120914.18,USD,10/05/2010,
00,,D-TEST-65,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,8107.78,USD,10/05/2010,
00,,JBL-KME-EO-0505-134,5241,REG,JAFFER BROTHERS (PVT) LIMITED,akader,In-Process,0.00,USD,05/05/2010,
00,,JBL-KME-EO-0505-134,5241,REG,JAFFER BROTHERS (PVT) LIMITED,akader,In-Process,0.00,USD,05/05/2010,
00,,1781,536I,REG,DAR AL HAI,aasqar-I,In-Process,0.00,USD,05/05/2010,
00,,1781,536I,REG,DAR AL HAI,aasqar-I,In-Process,0.00,USD,05/05/2010,
00,,M1A0214,522K,REG,Saud Bahwan Projects and Equipment LLC,trama,In-Process,1823.42,USD,05/05/2010,
00,,D-TEST-63,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,60708.64,USD,03/05/2010,
00,,D-TEST-62,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,1111332.42,USD,01/05/2010,
00,,D-TEST-61,536M-C08,REG,Sumitomo Corporation Middle East FZE ,536M-C08,In-Process,16303.00,USD,29/04/2010,
00,,D-TEST-60,536M-C08,REG,Sumitomo Corporation Middle East FZE ,536M-C08,In-Process,18429.29,USD,28/04/2010,
00,,D-TEST-59,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,8171.25,USD,28/04/2010,
00,,D-TEST-58,536M,REG,Sumitomo Corporation Middle East FZE ,536m,In-Process,14136.75,USD,28/04/2010,
00,,D-TEST-01,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,26366.62,USD,27/04/2010,
00,,D-TEST-57,536M-C08,REG,Sumitomo Corporation Middle East FZE ,536M-C08,In-Process,18429.29,USD,27/04/2010,
00,,D-TEST-56,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,37132.96,USD,27/04/2010,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,2664.85,USD,26/04/2010,
00,,xx,522K,REG,Saud Bahwan Projects and Equipment LLC,trama,In-Process,22059.61,USD,26/04/2010,
00,,M1A0162,522K,REG,Saud Bahwan Projects and Equipment LLC,trama,In-Process,0.00,USD,26/04/2010,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,7344.84,USD,25/04/2010,
00,,D-SS1004-11,536M,REG,Sumitomo Corporation Middle East FZE ,536M ,In-Process,0.00,USD,25/04/2010,
00,,GB/KME/EO-65681,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,25/04/2010,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,7401.09,USD,22/04/2010,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,1293.47,USD,22/04/2010,
00,,1234,536K,REG,DAR AL HAI,aasqar-k,In-Process,19045.41,USD,22/04/2010,
00,,D-TEST-55,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,21/04/2010,
00,,D-TEST-54,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,77303.64,USD,21/04/2010,
00,,D-TEST-53,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,0.00,USD,21/04/2010,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,2716.06,USD,21/04/2010,
00,,GB/KME/SEO-65623,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,21/04/2010,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,22749.58,USD,19/04/2010,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,10066.21,USD,19/04/2010,
00,,0040,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,6498.95,USD,18/04/2010,
00,,GB/KME/SEO-65603,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,2863.75,USD,18/04/2010,
00,,0040,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,16430.59,USD,17/04/2010,
00,,GB/KME/EO-65626,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,17/04/2010,
00,,0030,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,7203.72,USD,17/04/2010,
00,,0020,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,15766.69,USD,17/04/2010,
00,,GB/KME/EO-65619,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,10021.25,USD,17/04/2010,
00,,GB/KME/EO-65602,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,7328.60,USD,13/04/2010,
00,,499,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,4472.85,USD,13/04/2010,
00,,GB/KME/EO-65595,536C,REG,Galadari Trucks & Heavy Equipment,JAMALUDDIN,In-Process,0.00,USD,12/04/2010,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,636193.23,USD,12/04/2010,
00,,D-TEST-52,536M-C08,REG,Sumitomo Corporation Middle East FZE ,536M-C08,In-Process,2297.48,USD,08/04/2010,
00,,D-TEST-51,536M-C06,REG,Sumitomo Corporation Middle East FZE ,536m-c06,In-Process,48701.58,USD,08/04/2010,
00,,1234,536I,REG,DAR AL HAI,aasqar-i,In-Process,409532.43,USD,05/04/2010,
